"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_orange.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1063",814,941,125,44,75
"1064",4,33,4,44,75
"1065",4,35,5,8,20
"1066",4,44,9,18,23
"1067",5,42,6,15,9
"1068",8,48,4,44,75
"1069",4,41,6,3,7
"1070",811,941,125,44,75
"1071",5,33,5,9,10
"1072",814,941,125,44,75
"1073",814,941,125,44,75
"1074",2,40,2,44,75
"1075",6,32,2,6,13
"1076",6,51,10,43,75
"1077",814,941,125,44,75
"1078",4,47,7,43,75
"1079",0,56,4,44,75
"1080",10,49,9,44,75
"1081",8,47,7,44,75
"1082",5,36,7,8,21
"1083",1,45,4,6,14
"1084",1,35,4,7,18
"1085",8,43,9,5,5
"1086",814,941,125,44,75
"1087",8,47,8,4,15
"1088",7,54,9,44,75
"1089",4,55,5,44,75
"1090",1,47,4,44,75
"1091",4,39,2,44,75
"1092",3,51,4,44,75
"1093",3,51,6,11,12
"1094",5,32,6,5,11
"1095",4,34,0,44,75
"1096",6,50,5,6,10
"1097",814,941,125,44,75
"1098",2,36,3,43,74
"1099",2,44,1,9,11
"1100",7,32,2,44,75
"1101",6,41,2,5,10
"1102",5,42,2,5,16
"1103",6,27,2,44,75
"1104",5,44,8,4,6
"1105",4,39,7,44,75
"1106",3,37,4,7,16
"1107",6,39,6,44,75
"1108",3,41,3,44,75
"1109",5,49,3,9,6
"1110",1,50,6,44,75
"1111",6,49,8,1,7
"1112",3,34,3,44,75
"1113",7,53,7,43,74
"1114",3,47,6,44,75
"1115",814,941,125,44,75
"1116",4,42,5,6,7
"1117",3,36,4,44,75
"1118",10,57,9,5,9
"1119",814,941,125,44,75
"1120",4,51,8,5,13
"1121",8,61,5,9,8
"1122",4,35,4,5,10
"1123",6,50,7,44,73
"1124",3,33,5,43,75
"1125",8,65,8,4,12
"1126",1,47,4,8,9
"1127",814,941,125,44,75
"1128",5,49,8,11,18
"1129",3,46,4,44,75
"1130",6,64,7,43,75
"1131",3,40,7,44,74
"1132",3,40,9,44,75
"1133",10,46,3,44,74
"1134",7,42,4,43,72
"1135",5,50,8,7,12
"1136",2,44,5,8,12
"1137",4,38,8,44,75
"1138",3,33,10,5,13
"1139",9,58,6,44,75
"1140",814,941,125,44,75
"1141",2,50,8,11,20
"1142",7,30,7,6,17
"1143",2,24,5,44,74
"1144",4,36,1,44,75
"1145",1,42,6,5,14
"1146",5,27,5,44,75
"1147",6,54,4,44,75
"1148",6,53,3,6,3
"1149",6,50,10,44,75
"1150",7,53,2,44,75
"1151",5,39,7,44,75
"1152",4,31,4,11,18
"1153",2,34,3,44,75
"1154",814,941,125,44,75
"1155",5,43,6,15,22
"1156",0,50,3,44,75
"1157",4,32,3,44,75
"1158",2,42,4,39,70
"1159",5,30,9,8,9
"1160",9,38,5,6,19
"1161",7,49,7,44,75
"1162",4,35,6,44,72
"1163",5,44,4,44,75
"1164",6,43,4,44,75
"1165",3,37,4,44,75
"1166",2,46,4,44,75
"1167",814,941,125,44,75
"1168",4,50,5,6,13
"1169",4,37,3,44,75
"1170",6,42,5,44,75
"1171",6,41,13,7,5
"1172",3,37,5,44,75
"1173",6,32,1,9,14
"1174",5,47,2,44,75
"1175",2,37,8,5,11
"1176",6,38,5,44,75
"1177",5,35,2,14,20
"1178",1,47,3,4,16
"1179",5,29,3,44,74
"1180",3,30,8,5,8
"1181",4,54,5,44,75
"1182",814,941,125,44,75
"1183",5,45,3,44,75
"1184",2,31,4,44,74
"1185",5,44,7,4,14
"1186",8,58,4,17,10
"1187",5,38,8,41,74
"1188",6,46,8,44,75
"1189",4,31,7,14,22
"1190",9,54,5,44,75
"1191",4,55,7,9,22
"1192",5,38,3,44,75
"1193",5,46,7,44,75
"1194",5,57,7,44,75
"1195",3,44,4,44,75
"1196",1,34,2,44,75
"1197",6,43,6,44,75
"1198",5,43,3,9,13
"1199",6,50,7,43,74
"1200",814,941,125,44,75
"1201",4,32,3,44,75
"1202",8,54,10,44,75
"1203",7,32,4,44,75
"1204",9,55,10,14,21
"1205",5,40,9,4,13
"1206",5,33,8,7,10
"1207",4,54,5,44,75
"1208",10,38,4,44,74
"1209",5,53,4,44,75
"1210",813,941,125,44,75
"1211",8,44,3,44,74
"1212",4,44,1,44,75
"1213",813,941,125,44,75
"1214",3,47,6,10,17
"1215",7,39,4,44,75
"1216",814,941,125,44,75
"1217",5,35,7,44,75
"1218",2,50,3,44,75
"1219",4,39,9,44,75
"1220",11,53,5,43,75
"1221",4,52,10,44,75
"1222",3,23,11,11,20
"1223",4,49,5,44,75
"1224",4,57,7,8,8
"1225",814,941,125,44,75
"1226",6,42,6,44,73
"1227",5,60,8,44,73
"1228",3,47,9,44,75
"1229",3,57,6,7,11
"1230",813,941,124,44,75
"1231",5,36,4,44,75
"1232",4,45,5,13,16
"1233",3,28,10,43,72
"1234",7,26,5,5,5
"1235",2,40,8,14,21
"1236",6,46,4,3,9
"1237",4,32,3,44,75
"1238",6,52,8,44,75
"1239",8,42,9,44,75
"1240",4,46,7,44,75
"1241",4,48,7,6,18
"1242",2,50,4,44,75
"1243",7,48,6,11,23
"1244",7,56,2,44,73
"1245",5,35,9,44,75
"1246",2,42,5,44,75
"1247",6,35,7,44,75
"1248",4,39,9,44,75
"1249",1,40,7,44,75
"1250",813,941,125,44,75
"1251",7,61,7,8,23
"1252",814,941,125,44,75
"1253",4,60,4,42,74
"1254",6,41,10,44,75
"1255",814,941,125,44,75
"1256",6,41,7,44,75
"1257",6,41,5,3,11
"1258",7,37,6,44,75
"1259",4,33,2,44,75
"1260",3,41,3,44,75
"1261",814,941,125,44,75
"1262",814,941,125,44,75
"1263",814,941,125,44,75
"1264",7,46,4,8,11
"1265",3,45,3,6,15
"1266",6,46,5,9,12
"1267",8,47,7,44,75
"1268",2,46,6,16,7
"1269",5,43,6,44,75
"1270",4,39,7,44,75
"1271",10,47,7,44,75
"1272",6,43,16,43,75
"1273",3,39,4,10,13
"1274",3,44,4,17,26
"1275",8,32,9,10,20
"1276",814,941,125,44,75
"1277",3,40,9,44,75
"1278",7,56,8,4,8
"1279",3,58,6,44,75
"1280",3,38,2,6,11
"1281",4,68,5,44,75
"1282",8,37,1,10,17
"1283",9,40,0,44,75
"1284",2,58,4,44,75
"1285",7,48,3,7,7
"1286",5,41,8,43,75
"1287",814,941,125,44,75
"1288",3,46,4,44,75
"1289",4,48,7,8,16
"1290",814,941,125,44,75
"1291",6,60,7,6,23
"1292",7,49,7,44,74
"1293",2,50,1,44,75
"1294",2,38,3,3,6
"1295",5,43,7,44,75
"1296",9,50,5,10,23
"1297",3,41,6,44,75
"1298",2,51,6,44,75
"1299",3,42,9,44,75
"1300",5,48,10,6,11
"1301",814,940,125,44,75
"1302",4,44,10,6,11
"1303",3,42,5,44,75
"1304",3,43,4,12,17
"1305",814,941,125,44,75
"1306",6,48,4,44,75
"1307",9,43,2,9,9
"1308",3,45,5,43,75
"1309",7,50,7,11,12
"1310",5,54,10,5,8
"1311",3,53,4,44,75
"1312",4,58,6,8,6
"1313",6,34,8,7,6
"1314",814,941,125,44,75
"1315",0,32,4,1,11
"1316",3,51,4,41,70
"1317",1,35,3,44,74
"1318",814,941,125,44,75
"1319",5,46,7,42,74
"1320",7,46,6,12,23
"1321",5,50,4,44,75
"1322",5,44,5,7,10
"1323",3,45,10,44,74
"1324",9,45,5,44,75
"1325",0,44,2,7,17
"1326",4,33,12,44,75
"1327",7,29,7,11,10
"1328",2,35,5,44,75
"1329",5,45,4,44,75
"1330",814,941,125,44,75
"1331",9,58,6,4,11
"1332",3,37,6,5,13
"1333",3,48,10,6,11
"1334",5,52,8,6,12
"1335",5,44,5,44,75
"1336",4,38,7,44,75
"1337",2,27,2,8,5
"1338",5,47,10,26,51
"1339",4,52,7,7,8
"1340",8,47,9,11,12
"1341",7,40,4,44,75
"1342",7,58,6,44,75
"1343",814,941,125,44,75
"1344",814,941,125,44,75
"1345",5,34,13,9,12
"1346",5,52,5,44,75
"1347",6,57,7,5,9
"1348",8,54,10,12,26
"1349",10,38,4,44,75
"1350",10,52,5,44,75
"1351",4,26,6,43,74
"1352",6,59,2,44,75
"1353",6,38,5,12,21
"1354",7,38,4,44,75
"1355",814,941,125,44,75
"1356",10,51,7,7,8
"1357",4,52,3,44,75
"1358",12,51,6,44,75
"1359",5,66,9,44,75
"1360",4,50,10,44,75
"1361",5,57,4,11,12
"1362",3,32,7,7,11
"1363",814,941,125,44,75
"1364",5,32,5,8,15
"1365",814,941,125,44,75
"1366",0,36,1,44,73
"1367",6,45,7,44,75
"1368",1,40,11,44,75
"1369",814,941,125,44,75
"1370",3,48,3,14,15
"1371",3,39,4,4,10
"1372",3,32,6,14,6
"1373",7,34,9,44,74
"1374",5,50,6,44,75
"1375",5,39,8,44,75
"1376",8,41,1,4,6
"1377",4,35,7,44,75
"1378",814,941,125,44,75
"1379",814,941,125,44,75
"1380",814,941,125,44,75
"1381",3,56,7,44,75
"1382",7,42,5,7,8
"1383",8,39,7,44,75
"1384",6,48,5,44,75
"1385",2,31,2,11,23
"1386",6,47,9,44,75
"1387",4,53,10,44,75
"1388",8,42,2,13,18
"1389",2,50,2,44,75
"1390",7,40,6,9,21
"1391",5,40,4,12,21
"1392",6,45,4,44,75
"1393",9,51,12,44,75
"1394",814,940,125,44,75
"1395",6,51,7,44,75
"1396",6,41,8,44,75
"1397",5,43,3,44,73
"1398",8,51,6,44,74
"1399",814,941,125,44,75
"1400",4,50,7,8,9
"1401",7,44,6,44,75
"1402",7,34,9,9,17
"1403",5,39,6,9,12
"1404",814,941,125,44,75
"1405",3,42,6,44,75
"1406",1,35,4,44,75
"1407",4,48,9,43,75
"1408",5,47,3,44,75
"1409",2,51,7,8,7
"1410",6,31,4,7,12
"1411",2,49,10,44,75
"1412",6,40,7,10,16
"1413",3,26,8,44,75
"1414",814,941,125,44,75
"1415",4,42,0,44,75
"1416",2,46,6,31,37
"1417",8,39,10,44,74
"1418",3,57,7,4,19
"1419",3,40,4,6,9
"1420",813,941,125,44,75
"1421",814,941,125,44,75
"1422",3,44,0,44,75
"1423",814,941,125,44,75
"1424",2,35,6,8,21
"1425",5,54,4,5,9
"1426",4,46,4,1,5
"1427",4,36,4,8,14
"1428",814,941,125,44,75
"1429",814,941,125,44,75
"1430",6,29,6,44,75
"1431",3,53,3,44,75
"1432",6,31,5,44,75
"1433",9,53,2,44,75
"1434",12,56,9,44,75
"1435",5,47,6,44,75
"1436",3,42,4,44,75
"1437",4,34,3,5,12
"1438",814,941,125,44,75
"1439",6,52,10,42,74
"1440",0,45,4,3,4
"1441",7,33,2,44,75
"1442",5,46,6,4,9
"1443",3,53,5,5,7
"1444",2,31,4,43,75
"1445",7,50,5,44,75
"1446",812,941,125,44,75
"1447",3,49,9,4,6
"1448",1,29,5,11,22
"1449",7,62,6,8,24
"1450",3,44,6,9,22
"1451",4,65,5,43,75
"1452",4,38,4,4,13
"1453",6,61,3,6,9
"1454",2,43,1,10,16
"1455",1,45,7,44,75
"1456",2,41,4,12,9
"1457",7,49,8,43,75
"1458",6,59,7,44,74
"1459",3,53,4,44,75
"1460",2,37,6,7,11
"1461",7,36,3,8,15
"1462",2,45,8,4,15
"1463",6,43,2,44,75
"1464",5,50,8,6,23
"1465",8,50,3,44,75
"1466",6,39,4,9,15
"1467",6,38,10,44,74
"1468",4,29,4,8,8
"1469",2,40,5,7,11
"1470",4,49,5,10,13
"1471",2,36,6,12,12
"1472",2,51,4,44,75
"1473",5,48,3,11,13
"1474",4,35,8,42,73
"1475",6,63,6,44,75
"1476",10,56,6,44,75
"1477",9,59,13,44,75
"1478",3,48,5,44,75
"1479",2,44,8,5,11
"1480",5,29,4,44,75
"1481",8,45,6,44,75
"1482",6,48,5,44,75
"1483",3,46,1,44,75
"1484",814,941,125,44,75
"1485",4,43,1,44,75
"1486",8,48,13,44,75
"1487",4,56,5,5,3
"1488",4,36,8,44,75
"1489",5,43,3,8,20
"1490",2,35,10,3,9
"1491",3,52,7,7,10
"1492",4,38,5,8,17
"1493",814,941,125,44,75
"1494",814,941,125,44,75
"1495",4,40,4,44,75
"1496",814,941,125,44,75
"1497",814,941,125,44,75
"1498",11,68,7,10,10
"1499",9,45,9,7,12
"1500",3,54,7,44,74
"1501",4,49,8,43,75
"1502",3,46,8,44,75
"1503",3,35,1,44,75
"1504",11,64,3,10,15
"1505",3,44,6,44,75
"1506",7,33,3,44,75
"1507",0,32,6,44,75
"1508",814,941,125,44,75
"1509",8,38,4,44,75
"1510",2,38,5,44,75
"1511",4,32,9,8,13
"1512",814,941,125,44,75
"1513",4,65,6,44,75
"1514",4,43,8,0,7
"1515",4,46,2,6,13
"1516",4,42,10,43,74
"1517",6,46,10,5,7
"1518",814,941,125,44,75
"1519",9,36,8,44,75
"1520",6,48,6,44,75
"1521",813,941,125,44,75
"1522",7,42,7,44,75
"1523",814,941,125,44,75
"1524",6,52,7,44,75
"1525",8,36,4,44,74
"1526",8,39,9,44,75
"1527",1,54,7,6,15
"1528",7,46,2,44,75
"1529",4,32,5,6,8
"1530",8,46,7,44,75
"1531",0,37,5,8,7
"1532",7,40,7,11,19
"1533",7,46,4,44,75
"1534",5,42,4,42,75
"1535",6,29,8,44,75
"1536",7,49,7,4,13
"1537",6,48,3,44,75
"1538",3,40,6,44,75
"1539",1,55,4,44,75
"1540",8,58,6,44,74
"1541",814,941,125,44,75
"1542",7,44,9,9,24
"1543",7,39,3,44,75
"1544",2,38,5,5,7
"1545",814,941,125,44,75
"1546",3,37,7,44,75
"1547",3,61,6,44,75
"1548",2,53,6,44,75
"1549",4,44,4,10,19
"1550",814,941,125,44,75
"1551",4,28,4,11,9
"1552",3,49,6,44,75
"1553",4,38,9,5,11
"1554",12,55,5,7,15
"1555",8,52,5,44,75
"1556",1,35,4,2,8
"1557",5,52,5,4,15
"1558",4,40,3,44,75
"1559",3,45,5,11,9
"1560",5,54,9,8,16
"1561",4,50,3,44,75
"1562",2,46,4,7,9
"1563",813,941,125,44,75
"1564",3,40,1,3,10
"1565",2,44,5,44,74
"1566",814,941,125,44,75
"1567",4,38,2,44,75
"1568",7,36,4,44,74
"1569",1,47,10,6,14
"1570",4,51,7,23,42
"1571",5,47,5,10,6
"1572",7,52,6,3,9
"1573",9,48,2,44,75
"1574",2,43,3,8,11
"1575",814,940,125,44,75
"1576",2,39,6,5,17
"1577",6,33,4,44,75
"1578",1,55,3,44,75
"1579",2,51,5,44,75
"1580",814,941,125,44,75
"1581",6,54,5,11,15
"1582",9,50,7,8,10
"1583",3,37,3,44,75
"1584",6,47,11,5,16
"1585",7,46,6,44,75
"1586",5,52,7,12,12
"1587",6,44,2,44,75
"1588",7,56,8,44,75
"1589",5,49,7,23,21
"1590",813,941,125,44,75
"1591",814,940,125,44,75
"1592",10,51,5,44,75
"1593",814,941,125,44,75
"1594",3,27,7,7,11
"1595",6,51,7,6,7
"1596",814,941,125,44,75
"1597",4,41,3,43,75
"1598",6,37,3,41,70
"1599",1,28,8,44,74
"1600",3,31,1,44,75
"1601",4,47,6,9,17
"1602",9,40,7,43,75
"1603",4,42,8,6,20
"1604",6,53,4,44,75
"1605",5,47,7,44,75
"1606",5,40,3,44,74
"1607",4,44,7,44,75
"1608",2,34,6,44,75
"1609",814,940,125,44,75
"1610",7,42,4,4,8
"1611",814,941,125,44,75
"1612",7,64,6,6,7
"1613",2,36,5,44,75
"1614",814,941,125,44,75
"1615",5,37,9,7,13
"1616",7,48,6,9,14
"1617",7,52,10,4,5
"1618",2,45,4,13,33
"1619",4,49,6,44,75
"1620",3,30,3,44,74
"1621",13,53,11,44,74
"1622",2,28,4,44,75
"1623",2,38,5,43,75
"1624",5,29,9,6,8
"1625",5,49,2,44,75
"1626",10,44,7,44,74
"1627",6,54,4,7,10
"1628",814,941,125,44,75
"1629",6,48,4,9,8
"1630",6,45,9,5,17
"1631",814,941,125,44,75
"1632",9,44,6,44,74
"1633",4,43,4,7,11
"1634",2,60,9,13,7
"1635",4,42,8,44,74
"1636",814,941,125,44,75
"1637",10,42,7,14,13
"1638",4,30,4,44,75
"1639",8,52,9,44,75
"1640",2,48,5,44,75
"1641",3,24,3,6,9
"1642",3,60,9,9,17
"1643",2,45,2,44,75
"1644",814,941,125,44,75
"1645",5,48,4,3,3
"1646",3,46,4,3,15
"1647",7,24,6,44,75
"1648",2,40,5,44,75
"1649",5,43,3,2,10
"1650",814,941,125,44,75
"1651",4,32,3,44,75
"1652",1,46,4,44,75
"1653",4,45,5,44,75
"1654",3,24,3,44,75
"1655",8,41,2,4,12
"1656",7,46,6,5,20
"1657",8,47,6,5,9
"1658",3,37,3,44,75
"1659",1,42,4,11,20
"1660",6,38,11,44,75
"1661",6,34,7,44,75
"1662",814,941,125,44,75
"1663",9,44,11,42,71
"1664",8,43,7,44,75
"1665",7,43,3,44,75
"1666",6,38,7,7,17
"1667",4,39,4,44,75
"1668",5,34,6,44,73
"1669",814,941,125,44,75
"1670",814,941,125,44,75
"1671",6,44,4,6,19
"1672",3,43,8,44,75
"1673",6,38,6,44,75
"1674",4,55,7,44,75
"1675",7,54,7,44,74
"1676",6,44,7,44,75
"1677",5,58,4,9,22
"1678",2,32,2,44,75
"1679",2,41,4,44,75
"1680",6,38,5,42,74
"1681",814,941,125,44,75
"1682",7,45,9,8,10
"1683",4,48,11,44,75
"1684",9,50,5,44,75
"1685",6,55,6,44,75
"1686",4,37,6,44,75
"1687",2,30,2,44,74
"1688",2,50,5,44,75
"1689",4,32,5,44,75
"1690",3,33,8,44,75
"1691",4,44,8,6,10
"1692",6,44,6,44,75
"1693",2,39,3,7,12
"1694",5,55,5,44,75
"1695",813,941,125,44,75
"1696",3,47,3,44,75
"1697",9,50,5,44,74
"1698",6,57,8,44,74
"1699",814,941,125,44,75
"1700",4,39,6,3,11
"1701",7,56,6,43,75
"1702",9,30,4,4,16
"1703",814,941,125,44,75
"1704",2,38,4,11,22
"1705",3,45,3,11,18
"1706",8,57,7,8,15
"1707",814,941,125,44,75
"1708",814,941,125,44,75
"1709",10,60,9,6,5
"1710",3,50,10,44,74
"1711",3,33,4,44,75
"1712",2,50,8,44,75
"1713",5,47,4,44,75
"1714",9,47,8,44,75
"1715",4,30,7,6,17
"1716",7,38,2,44,75
"1717",4,35,10,44,74
"1718",4,56,10,44,75
"1719",3,39,1,44,75
"1720",5,45,2,13,19
"1721",4,34,4,9,26
"1722",7,46,6,44,75
"1723",814,941,125,44,75
"1724",2,41,4,8,15
"1725",5,38,6,12,21
"1726",2,40,6,3,8
"1727",3,51,6,44,75
"1728",6,37,8,10,14
"1729",2,49,9,9,13
"1730",5,47,6,44,75
"1731",3,34,3,11,13
"1732",4,35,7,43,73
"1733",813,941,125,44,75
"1734",8,39,4,8,11
"1735",14,50,3,6,8
"1736",6,45,2,44,75
"1737",2,41,10,44,75
"1738",4,48,8,44,75
"1739",2,36,7,44,75
"1740",3,33,7,44,74
"1741",814,941,125,44,75
"1742",3,39,8,44,75
"1743",4,45,6,43,71
"1744",2,48,4,44,75
"1745",9,53,7,44,75
"1746",5,44,8,4,9
"1747",812,940,125,44,75
"1748",4,54,2,13,23
"1749",6,38,5,44,75
"1750",3,33,5,8,29
"1751",9,41,7,43,74
"1752",4,47,3,44,75
"1753",5,43,7,44,75
"1754",3,50,5,44,75
"1755",1,33,4,44,75
"1756",814,941,125,44,75
"1757",814,941,125,44,75
"1758",3,56,4,42,75
"1759",2,43,8,44,75
"1760",8,54,2,44,75
"1761",1,45,3,44,75
"1762",8,22,7,44,75
"1763",7,52,4,10,21
"1764",6,33,6,13,12
"1765",1,59,6,44,75
"1766",4,50,3,44,75
"1767",6,44,7,44,75
"1768",3,34,2,8,11
"1769",813,941,125,44,75
"1770",2,40,5,44,75
"1771",7,50,7,44,75
"1772",813,940,125,44,75
"1773",7,39,2,8,12
"1774",3,38,10,6,12
"1775",13,51,9,44,75
"1776",9,34,9,16,26
"1777",4,34,6,7,10
"1778",6,57,6,44,75
"1779",6,58,6,41,75
"1780",814,941,125,44,75
"1781",8,45,6,6,5
"1782",6,47,12,15,33
"1783",4,53,5,5,9
"1784",2,40,9,44,75
"1785",814,941,125,44,75
"1786",6,45,8,44,75
"1787",814,941,125,44,75
"1788",3,50,4,44,75
"1789",7,51,6,6,17
"1790",8,49,4,6,12
"1791",4,31,5,6,11
"1792",9,37,3,5,15
"1793",4,45,6,44,75
"1794",3,43,4,44,75
"1795",9,58,7,6,12
"1796",2,44,3,44,75
"1797",6,41,5,7,16
"1798",4,41,7,44,75
"1799",814,941,125,44,75
"1800",1,59,7,7,15
"1801",3,41,4,44,75
"1802",2,47,5,43,75
"1803",5,50,5,3,11
"1804",6,40,7,1,9
"1805",6,41,6,9,18
"1806",814,941,125,44,75
"1807",3,41,8,43,74
"1808",8,43,2,44,75
"1809",6,51,2,44,75
"1810",5,27,6,44,75
"1811",9,51,4,44,75
"1812",7,45,6,7,15
"1813",2,50,6,44,75
"1814",6,47,2,11,10
"1815",6,32,6,13,16
"1816",6,36,2,44,75
"1817",5,42,3,7,16
"1818",8,41,9,44,75
"1819",2,40,8,6,13
"1820",814,941,125,44,75
"1821",3,38,6,44,75
"1822",12,47,9,9,13
"1823",8,41,8,44,75
"1824",813,941,125,44,75
"1825",1,35,4,44,73
"1826",814,941,125,44,75
"1827",0,41,7,44,75
"1828",2,53,5,43,75
"1829",814,941,125,44,75
"1830",9,51,9,44,74
"1831",3,27,4,11,24
"1832",9,41,5,44,75
"1833",814,941,125,44,75
"1834",814,941,125,44,75
"1835",5,49,8,44,75
"1836",4,29,6,44,75
"1837",2,39,8,9,21
"1838",5,45,6,44,75
"1839",8,38,9,7,19
"1840",7,49,2,44,75
"1841",3,36,7,7,6
"1842",12,48,5,7,6
"1843",814,941,125,44,75
"1844",6,41,8,44,75
"1845",814,941,125,44,75
"1846",1,67,5,44,74
"1847",814,941,125,44,75
"1848",7,40,8,9,22
"1849",4,32,3,44,75
"1850",9,52,5,44,75
"1851",5,45,3,43,75
"1852",8,62,6,44,74
"1853",2,42,6,44,75
"1854",5,40,12,44,75
"1855",813,941,125,44,75
"1856",4,45,8,43,72
"1857",4,38,2,44,75
"1858",4,42,4,44,75
"1859",4,43,7,44,75
"1860",5,54,7,44,75
"1861",5,50,12,44,75
"1862",2,30,8,43,75
"1863",7,34,3,44,75
"1864",7,44,8,44,75
"1865",4,43,4,3,9
"1866",3,35,5,44,75
"1867",11,50,6,18,24
"1868",1,38,7,44,75
"1869",4,45,5,2,9
"1870",3,43,6,44,75
"1871",2,49,8,4,10
"1872",6,50,8,9,18
"1873",5,47,6,44,73
"1874",4,40,3,7,19
"1875",813,941,125,44,75
"1876",3,45,10,7,12
"1877",7,29,10,9,9
"1878",2,39,2,10,15
"1879",2,43,4,44,75
"1880",814,940,125,44,75
"1881",4,48,11,44,75
"1882",4,62,6,7,14
"1883",6,43,7,43,73
"1884",814,941,125,44,75
"1885",5,44,6,3,9
"1886",3,41,4,5,7
"1887",6,36,10,4,3
"1888",3,36,3,9,14
"1889",3,45,6,44,74
"1890",5,50,8,44,75
"1891",2,59,6,4,8
"1892",2,48,5,44,75
"1893",812,941,125,44,75
"1894",4,40,6,44,75
"1895",4,45,2,44,75
"1896",5,47,5,7,17
"1897",3,44,3,5,6
"1898",814,941,125,44,75
"1899",4,44,8,44,75
"1900",5,64,8,43,74
"1901",814,941,125,44,75
"1902",814,941,125,44,75
"1903",4,47,8,44,75
"1904",5,49,5,44,75
"1905",2,45,2,9,10
"1906",6,43,4,44,75
"1907",814,941,125,44,75
"1908",5,46,5,41,73
"1909",5,43,8,44,75
"1910",7,45,5,44,75
"1911",9,44,6,44,75
"1912",4,44,8,44,75
"1913",6,34,6,44,74
"1914",3,26,9,44,75
"1915",7,51,8,43,75
"1916",6,55,5,6,7
"1917",5,48,7,43,74
"1918",5,37,9,8,27
"1919",5,46,5,44,75
"1920",2,52,7,9,24
"1921",2,39,1,17,21
"1922",6,40,5,42,74
"1923",6,39,4,10,15
"1924",5,50,6,44,74
"1925",4,41,3,44,75
"1926",9,44,5,44,75
"1927",814,941,125,44,75
"1928",2,39,6,44,75
"1929",1,44,3,44,74
"1930",3,46,2,6,13
"1931",10,39,3,44,75
"1932",1,25,4,44,75
"1933",7,52,6,8,6
"1934",5,32,9,44,75
"1935",7,49,5,10,16
"1936",7,59,9,5,7
"1937",814,941,125,44,75
"1938",6,42,6,44,75
"1939",5,42,7,4,8
"1940",5,42,4,44,75
"1941",814,941,125,44,75
"1942",3,45,5,44,75
"1943",1,50,6,44,74
"1944",4,45,6,44,75
"1945",814,940,125,44,75
"1946",5,42,7,15,30
"1947",6,32,1,44,75
"1948",4,30,8,44,75
"1949",5,63,6,44,75
"1950",6,55,6,43,74
"1951",3,31,5,44,74
"1952",2,54,5,7,18
"1953",7,55,6,44,75
"1954",4,34,4,44,75
"1955",5,38,8,44,75
"1956",8,55,2,44,75
"1957",7,40,8,44,75
"1958",2,45,6,3,10
"1959",6,41,3,43,75
"1960",814,941,125,44,75
"1961",2,36,4,44,73
"1962",2,45,5,44,75
"1963",8,46,11,5,6
"1964",5,55,7,44,75
"1965",10,47,6,44,75
"1966",814,941,125,44,75
"1967",1,39,3,44,74
"1968",3,25,4,3,4
"1969",0,38,5,44,75
"1970",4,42,3,44,74
"1971",7,51,2,8,17
"1972",2,34,5,44,75
"1973",4,61,6,44,71
"1974",5,51,8,43,75
"1975",2,43,4,9,10
"1976",2,47,5,5,18
"1977",3,38,6,6,13
"1978",4,37,6,10,21
"1979",4,38,7,44,75
"1980",3,41,3,44,75
"1981",6,45,9,4,7
"1982",4,46,6,9,7
"1983",8,42,6,43,75
"1984",2,32,6,44,75
"1985",8,56,6,44,75
"1986",3,42,7,44,75
"1987",4,37,4,44,75
"1988",4,46,3,8,23
"1989",4,58,7,44,75
"1990",6,54,5,5,11
"1991",4,37,6,44,74
"1992",2,40,2,7,9
"1993",2,43,5,44,75
"1994",4,48,6,44,75
"1995",4,43,1,5,18
"1996",2,40,3,44,74
"1997",814,940,125,44,75
"1998",7,36,3,43,75
"1999",2,37,6,5,12
"2000",3,40,6,44,75
"2001",814,941,125,44,75
"2002",9,34,6,43,75
"2003",3,49,5,44,75
"2004",7,43,2,44,75
"2005",814,941,125,44,75
"2006",814,941,125,44,75
"2007",4,48,5,11,22
"2008",814,941,125,44,75
"2009",5,52,5,44,75
"2010",10,43,5,18,25
"2011",6,42,10,44,75
"2012",4,51,9,42,72
"2013",6,44,3,13,18
"2014",3,41,6,7,9
"2015",0,37,3,43,75
"2016",4,40,6,2,13
"2017",5,43,7,44,75
"2018",5,49,6,44,74
"2019",4,35,6,6,11
"2020",3,43,9,44,75
"2021",7,45,7,44,75
"2022",3,38,2,6,14
"2023",4,60,5,44,75
"2024",3,43,5,44,75
"2025",9,57,5,43,74
"2026",3,36,1,6,13
"2027",814,941,125,44,75
"2028",4,44,8,43,74
"2029",8,46,4,44,75
"2030",8,45,7,44,75
"2031",8,44,3,44,75
"2032",814,941,125,44,75
"2033",814,941,125,44,75
"2034",9,42,7,44,75
"2035",4,45,5,44,75
"2036",814,941,125,44,75
"2037",4,46,3,44,75
"2038",5,48,3,44,75
"2039",4,34,6,44,74
"2040",814,941,125,44,75
"2041",4,48,5,10,15
"2042",1,50,8,44,75
"2043",4,47,6,42,75
"2044",6,45,13,44,75
"2045",3,37,5,3,12
"2046",814,941,125,44,75
"2047",6,46,8,5,12
"2048",6,44,7,11,15
"2049",9,56,4,44,75
"2050",5,52,6,7,16
"2051",8,42,5,44,75
"2052",3,41,8,43,75
"2053",1,39,8,6,8
"2054",814,941,125,44,75
"2055",7,61,8,10,12
"2056",814,941,125,44,75
"2057",3,56,9,42,74
